"","ninter","nintra","nfdr21","nfdr27","nfdr31","nfdr34","nfdr37","nfdr41","nfdr47","nfdr51","nfdr57","nfdr61","nfdr67","nfdr71","nfdr77","nfdr81","nfdr87","nfdrothers","meancohfdr21","meancohfdr27","meancohfdr31","meancohfdr34","meancohfdr37","meancohfdr41","meancohfdr47","meancohfdr51","meancohfdr57","meancohfdr61","meancohfdr67","meancohfdr71","meancohfdr77","meancohfdr81","meancohfdr87","meancohfdrothers","ptintra","ptinter","pt21","pt27","pt31","pt34","pt37","pt41","pt47","pt51","pt57","pt61","pt67","pt71","pt77","pt81","pt87","meancohintra"
"14",3123,259,13,52,15,13,22,16,3,19,33,40,1,18,4,6,4,3123,0.634560209692308,0.655450458096154,0.634053099533333,0.657002218,0.668396508863636,0.665537239,0.610993343333333,0.637264062526316,0.651275070545455,0.65503460115,0.704890519,0.639556411055555,0.6484722875,0.671205909,0.65276116025,0.658675321325008,0.580587312261825,0.566709491975698,0.494672754946728,0.704511583796234,0.383043922369765,0.494672754946728,0.492721164613662,0.723654454997739,0.289855072463768,0.786749482401656,0.604395604395604,0.732600732600733,0.284900284900285,0.481154771451484,0.44296788482835,0.809716599190283,0.313725490196078,0.652430206503073
"15",3125,257,16,45,19,15,30,12,4,14,40,25,2,22,3,0,10,3125,0.69994400625,0.670549925488889,0.665518911578947,0.663354411266667,0.668199263433333,0.649496328833333,0.671564578,0.670604534857143,0.66370298115,0.64573941364,0.6635938385,0.664911842863636,0.657129519,NA,0.6701475899,0.65749152447936,0.576104012553239,0.567072418323425,0.60882800608828,0.60967348597751,0.485188968335036,0.570776255707762,0.671892497200448,0.542740841248304,0.386473429951691,0.579710144927536,0.732600732600733,0.457875457875458,0.56980056980057,0.588078053996258,0.332225913621262,0,0.784313725490196,0.666032653197282
"16",3143,239,12,37,27,13,22,13,2,13,34,25,5,22,4,3,7,3143,0.716295391583333,0.647261660432432,0.667569934592593,0.659209580846154,0.659051364454545,0.681555859,0.708603119,0.651060705076923,0.657259791294118,0.6772727162,0.6741439998,0.670177049136364,0.6870617735,0.577352675666667,0.653986782285714,0.657662820283487,0.535754315175969,0.570338755452968,0.45662100456621,0.501287088470397,0.689479060265577,0.494672754946728,0.492721164613662,0.587969244685663,0.193236714975845,0.538302277432712,0.622710622710623,0.457875457875458,1.42450142450142,0.588078053996258,0.44296788482835,0.404858299595142,0.549019607843137,0.66585749352459
"17",3129,253,17,51,17,22,24,12,3,12,27,33,1,24,2,1,7,3129,0.691177778,0.656985256098039,0.642897488,0.657863273954545,0.68674795325,0.676753483916667,0.645726018,0.654059968,0.680631950148148,0.662034071727273,0.602884982,0.671418896083333,0.6640244935,0.535384377,0.652518079857143,0.657540689596996,0.567137413136068,0.567798271018879,0.646879756468798,0.690963284107844,0.4341164453524,0.837138508371385,0.537513997760358,0.542740841248304,0.289855072463768,0.496894409937888,0.494505494505494,0.604395604395604,0.284900284900285,0.641539695268645,0.221483942414175,0.134952766531714,0.549019607843137,0.652073871302343
"18",3102,280,17,41,20,15,37,14,8,11,46,30,2,18,6,7,8,3102,0.631352935882353,0.647837252780488,0.6239932602,0.6553853378,0.663070829351351,0.641233698571429,0.66199753725,0.665377023,0.646452849913044,0.660736680833333,0.580707191,0.666115663833333,0.677557135833333,0.645537325142857,0.6297257385,0.658865597270471,0.627661959201973,0.562898765324565,0.646879756468798,0.555480287223953,0.510725229826353,0.570776255707762,0.828667413213886,0.633197648123021,0.772946859903382,0.455486542443064,0.842490842490842,0.549450549450549,0.56980056980057,0.481154771451484,0.664451827242525,0.944669365721997,0.627450980392157,0.646472030659435
"19",3116,266,18,53,19,15,20,16,1,11,28,34,1,26,6,9,9,3116,0.659213679611111,0.649574128924528,0.664946699421053,0.654176016333333,0.6364124205,0.6535032945,0.751984889,0.649766339181818,0.664433370035714,0.635454798147059,0.682734038,0.661059456692308,0.706841298333333,0.642293895,0.626895328777778,0.658631953334403,0.596278861241874,0.565439249758654,0.684931506849315,0.718059883484623,0.485188968335036,0.570776255707762,0.447928331466965,0.723654454997739,0.0966183574879227,0.455486542443064,0.512820512820513,0.622710622710623,0.284900284900285,0.695001336541032,0.664451827242525,1.21457489878543,0.705882352941177,0.662619310163869
"20",3124,258,18,47,22,14,26,16,11,14,22,35,1,19,2,3,8,3124,0.650532572555556,0.669160931914894,0.683573088636364,0.642204303928571,0.640229126230769,0.625642403625,0.681499386636364,0.657975702785714,0.656967767545454,0.653344066657143,0.737090068,0.656447004157895,0.7010142855,0.645209387666667,0.6739316445,0.658147048574584,0.578345662407532,0.566890955149562,0.684931506849315,0.636770085354288,0.561797752808989,0.532724505327245,0.582306830907055,0.723654454997739,1.06280193236715,0.579710144927536,0.402930402930403,0.641025641025641,0.284900284900285,0.507885592087677,0.221483942414175,0.404858299595142,0.627450980392157,0.664988116022693
"21",3118,264,13,46,38,16,22,11,7,12,30,25,4,27,7,3,3,3118,0.622544805769231,0.663491514108696,0.652349111868421,0.6570920045625,0.653384272272727,0.640919555909091,0.630531378571429,0.6624961565,0.615421198633333,0.64970000616,0.6765349015,0.661678787481481,0.705282494428571,0.625648647666667,0.693385745,0.658752102772611,0.591795561533288,0.565802176106381,0.494672754946728,0.623221785665899,0.970377936670072,0.60882800608828,0.492721164613662,0.497512437810945,0.676328502415459,0.496894409937888,0.549450549450549,0.457875457875458,1.13960113960114,0.721732157177225,0.775193798449612,0.404858299595142,0.235294117647059,0.654030705362143
"22",3126,256,10,39,24,14,25,18,4,13,32,30,1,26,3,6,11,3126,0.6990893383,0.681236272282051,0.635732717916667,0.685545930857143,0.6697087944,0.669589054,0.6731463325,0.645272378,0.66425877178125,0.6377052386,0.690280079,0.666132757692308,0.752041637,0.699620463,0.646303557181818,0.657585819371081,0.573862362698946,0.567253881497289,0.380517503805175,0.528383687847175,0.612870275791624,0.532724505327245,0.559910414333707,0.814111261872456,0.386473429951691,0.538302277432712,0.586080586080586,0.549450549450549,0.284900284900285,0.695001336541032,0.332225913621262,0.809716599190283,0.862745098039216,0.674377554834082
"23",3115,267,20,36,19,21,28,12,6,15,37,37,0,20,6,3,7,3115,0.62727801025,0.665381500361111,0.656090862789474,0.649450630571429,0.66415451675,0.65038849375,0.640439928666667,0.629371779466667,0.658553635405405,0.655167574486486,NA,0.67640411435,0.666234587833333,0.725551947666667,0.742404356714286,0.658128431369181,0.598520511096167,0.56525778658479,0.76103500761035,0.487738788782008,0.485188968335036,0.799086757990868,0.627099664053751,0.542740841248304,0.579710144927536,0.62111801242236,0.677655677655678,0.677655677655678,0,0.534616412723871,0.664451827242525,0.404858299595142,0.549019607843137,0.664776567075823
"24",3109,273,16,33,29,11,38,23,6,10,35,32,4,18,5,5,8,3109,0.656804156,0.659752687090909,0.666673074551724,0.694965277818182,0.667559059026316,0.667776146956522,0.683734262333333,0.6733123976,0.6678588224,0.67964084578125,0.636263864,0.656211536944444,0.6784320684,0.6485519138,0.667889633875,0.657312794992924,0.611970410221923,0.564169007541609,0.60882800608828,0.447093889716841,0.740551583248212,0.418569254185693,0.851063829787234,1.04025327905925,0.579710144927536,0.41407867494824,0.641025641025641,0.586080586080586,1.13960113960114,0.481154771451484,0.553709856035437,0.67476383265857,0.627450980392157,0.667028383105179
"25",3123,259,23,41,22,13,30,18,3,12,25,25,2,25,6,8,6,3123,0.656031423521739,0.663430445560976,0.672346411272727,0.672595212461538,0.6612389712,0.613537881833333,0.611587391,0.651706677166667,0.66325243624,0.65598013584,0.626719596,0.65738106176,0.7085646035,0.608253676,0.6691515165,0.658246072319244,0.580587312261825,0.566709491975698,0.875190258751902,0.555480287223953,0.561797752808989,0.494672754946728,0.671892497200448,0.814111261872456,0.289855072463768,0.496894409937888,0.457875457875458,0.457875457875458,0.56980056980057,0.668270515904838,0.664451827242525,1.07962213225371,0.470588235294118,0.652785162657132
"26",3123,259,16,34,23,18,24,18,3,13,27,32,1,32,5,7,6,3123,0.6705975641875,0.671510383470588,0.67118608873913,0.637861951166667,0.651336450333333,0.674188127111111,0.601265387,0.616332764384615,0.652402661185185,0.652352640625,0.567872601,0.674009154875,0.670631447,0.622229310285714,0.6754513595,0.658153483269933,0.580587312261825,0.566709491975698,0.60882800608828,0.46064218940523,0.587334014300306,0.684931506849315,0.537513997760358,0.814111261872456,0.289855072463768,0.538302277432712,0.494505494505494,0.586080586080586,0.284900284900285,0.855386260358193,0.553709856035437,0.944669365721997,0.470588235294118,0.647281859390923
"27",3099,283,32,40,22,14,27,10,9,10,40,33,3,20,3,5,15,3099,0.64404816225,0.661527841325,0.642888261909091,0.653289678785714,0.693339388777778,0.6567600262,0.612184070555556,0.6364613041,0.6841765561,0.664901264878788,0.594650643,0.6909000132,0.637169173333333,0.7076236996,0.647848503,0.657716688564053,0.634386908764851,0.562354375802975,1.21765601217656,0.541931987535564,0.561797752808989,0.532724505327245,0.604703247480403,0.452284034373587,0.869565217391304,0.41407867494824,0.732600732600733,0.604395604395604,0.854700854700855,0.534616412723871,0.332225913621262,0.67476383265857,1.17647058823529,0.655184572467684
"28",3125,257,16,38,28,15,24,18,8,9,27,40,2,20,2,1,9,3125,0.6134278478125,0.670196008210526,0.64194237,0.6593926586,0.646940086166667,0.673833224055556,0.651348408625,0.676514176111111,0.62671857237037,0.660192465925,0.6529697845,0.6692048669,0.6622083775,0.775406972,0.705820464,0.65833296741568,0.576104012553239,0.567072418323425,0.60882800608828,0.514835388158786,0.715015321756895,0.570776255707762,0.537513997760358,0.814111261872456,0.772946859903382,0.372670807453416,0.494505494505494,0.732600732600733,0.56980056980057,0.534616412723871,0.221483942414175,0.134952766531714,0.705882352941177,0.665741085518449
"29",3108,274,11,41,28,11,25,12,5,16,40,47,0,18,6,5,9,3108,0.658089009636364,0.656481135487805,0.669614842535714,0.649447815181818,0.67546834632,0.674090810166667,0.6487646098,0.663958638,0.6543733469,0.675602460170213,NA,0.670523331833333,0.6495779935,0.6511997866,0.656859620111111,0.657628936080438,0.614212060076216,0.563987544367746,0.418569254185693,0.555480287223953,0.715015321756895,0.418569254185693,0.559910414333707,0.542740841248304,0.483091787439614,0.662525879917184,0.732600732600733,0.860805860805861,0,0.481154771451484,0.664451827242525,0.67476383265857,0.705882352941177,0.661003696160216
"30",3111,271,17,60,22,20,23,9,7,11,23,36,1,28,2,2,10,3111,0.681567497470588,0.661810637583333,0.657254155,0.67487151635,0.656997909913044,0.667809045555556,0.693628152142857,0.674935254545455,0.669168935347826,0.655500140555555,0.763938952,0.667196288785714,0.626436649,0.6860933365,0.7211750105,0.657325635424944,0.607487110513338,0.564531933889337,0.646879756468798,0.812897981303346,0.561797752808989,0.76103500761035,0.51511758118701,0.407055630936228,0.676328502415459,0.455486542443064,0.421245421245421,0.659340659340659,0.284900284900285,0.748462977813419,0.221483942414175,0.269905533063428,0.784313725490196,0.677225565416662
"31",3126,256,17,32,26,14,31,16,6,12,37,30,4,22,6,2,1,3126,0.656834476058824,0.66417066659375,0.658956829846154,0.665619195357143,0.658258976806452,0.67687148175,0.699537541166667,0.628173935416667,0.666426577540541,0.6577962768,0.624726406,0.657539185636364,0.692332543833333,0.5928670085,0.503381622,0.657972611857646,0.573862362698946,0.567253881497289,0.646879756468798,0.433545590028451,0.663942798774259,0.532724505327245,0.694288913773796,0.723654454997739,0.579710144927536,0.496894409937888,0.677655677655678,0.549450549450549,1.13960113960114,0.588078053996258,0.664451827242525,0.269905533063428,0.0784313725490196,0.64689951488706
"32",3102,280,19,54,19,16,29,17,2,15,30,27,3,28,5,7,9,3102,0.663820857578947,0.670594835481481,0.663613086473684,0.652256160625,0.674952572103448,0.660686653705882,0.5972000605,0.658093642733333,0.639160720333333,0.645408820111111,0.605727568,0.636777959714286,0.6273467416,0.663583327857143,0.686302862888889,0.658258374583817,0.627661959201973,0.562898765324565,0.722983257229832,0.731608183173012,0.485188968335036,0.60882800608828,0.6494960806271,0.768882858435097,0.193236714975845,0.62111801242236,0.549450549450549,0.494505494505494,0.854700854700855,0.748462977813419,0.553709856035437,0.944669365721997,0.705882352941177,0.649701724647103
"33",3121,261,21,43,24,13,22,9,5,10,30,41,1,28,6,1,7,3121,0.59848201952381,0.650829712604651,0.646565371458333,0.677695138,0.660318798863636,0.668067980444444,0.6442075774,0.6849779092,0.642879042366667,0.673309343780488,0.716421519,0.6577189655,0.654187659166667,0.617045919,0.661205534142857,0.658499630719321,0.58507061197041,0.566346565627971,0.799086757990868,0.582576886600732,0.612870275791624,0.494672754946728,0.492721164613662,0.407055630936228,0.483091787439614,0.41407867494824,0.549450549450549,0.750915750915751,0.284900284900285,0.748462977813419,0.664451827242525,0.134952766531714,0.549019607843137,0.656927499363437
"34",3119,263,13,60,15,19,22,7,9,12,39,31,0,16,4,2,14,3119,0.659571441846154,0.653380871416667,0.667517549466667,0.649495431631579,0.642759114454545,0.712463632714286,0.690832050666667,0.66761355875,0.640307886128205,0.671057514064516,NA,0.648006647,0.71286536325,0.6691057805,0.678809078071429,0.658076711000962,0.589553911678996,0.565983639280244,0.494672754946728,0.812897981303346,0.383043922369765,0.722983257229832,0.492721164613662,0.316598824061511,0.869565217391304,0.496894409937888,0.714285714285714,0.567765567765568,0,0.427693130179096,0.44296788482835,0.269905533063428,1.09803921568627,0.668841851425765
"35",3137,245,13,41,33,12,18,11,9,20,32,23,0,20,5,4,4,3137,0.644641072076923,0.677099439121951,0.647894519848485,0.678605167333333,0.679126130833333,0.650151470545455,0.730797982222222,0.67939862365,0.639382532375,0.660802704608696,NA,0.6620010521,0.6461268344,0.67513530375,0.663590619,0.657690107762512,0.549204214301726,0.569249976409787,0.494672754946728,0.555480287223953,0.842696629213483,0.45662100456621,0.403135498320269,0.497512437810945,0.869565217391304,0.82815734989648,0.586080586080586,0.421245421245421,0,0.534616412723871,0.553709856035437,0.539811066126856,0.313725490196078,0.666768103704671
"36",3141,241,14,46,26,9,30,10,0,11,29,27,1,22,4,5,7,3141,0.654557451571429,0.668285832326087,0.655331674615385,0.669816907666667,0.650146915066667,0.6769049701,NA,0.644401709363636,0.662681695413793,0.683621902888889,0.587566308,0.651377406590909,0.72591725475,0.5793357064,0.658176013714286,0.657920916723018,0.540237614884555,0.569975829105241,0.532724505327245,0.623221785665899,0.663942798774259,0.342465753424658,0.671892497200448,0.452284034373587,0,0.455486542443064,0.531135531135531,0.494505494505494,0.284900284900285,0.588078053996258,0.44296788482835,0.67476383265857,0.549019607843137,0.654865839176268
"37",3118,264,11,54,12,12,24,17,5,20,39,25,2,19,9,5,10,3118,0.680225321818182,0.662227937055556,0.615638852916667,0.615845601833333,0.662024969541667,0.606312956117647,0.6502100954,0.65360147255,0.668336043923077,0.65884323296,0.645725616,0.659773698526316,0.645059412333333,0.7081362828,0.6154081961,0.65858280210712,0.591795561533288,0.565802176106381,0.418569254185693,0.731608183173012,0.306435137895812,0.45662100456621,0.537513997760358,0.768882858435097,0.483091787439614,0.82815734989648,0.714285714285714,0.457875457875458,0.56980056980057,0.507885592087677,0.996677740863787,0.67476383265857,0.784313725490196,0.649824645991719
"38",3123,259,13,38,25,11,24,14,10,15,35,33,2,25,3,1,10,3123,0.647580908153846,0.652014721605263,0.64212654996,0.661994142363636,0.677753596833333,0.674366644428571,0.7063094225,0.6539557494,0.664496847514286,0.659568485606061,0.647154168,0.67433147136,0.685210075,0.744266653,0.6327419075,0.657845498569004,0.580587312261825,0.566709491975698,0.494672754946728,0.514835388158786,0.638406537282942,0.418569254185693,0.537513997760358,0.633197648123021,0.966183574879227,0.62111801242236,0.641025641025641,0.604395604395604,0.56980056980057,0.668270515904838,0.332225913621262,0.134952766531714,0.784313725490196,0.668258089548333
"39",3119,263,17,49,22,14,34,10,4,9,28,36,1,20,7,4,8,3119,0.643934173470588,0.665512556734694,0.675706799,0.669519147857143,0.635522226970588,0.6495756568,0.640164095,0.644695840666667,0.625201263142857,0.668069728888889,0.568831128,0.6883790565,0.668194193857143,0.653499532,0.632176523375,0.658339480763065,0.589553911678996,0.565983639280244,0.646879756468798,0.663866684731066,0.561797752808989,0.532724505327245,0.761478163493841,0.452284034373587,0.386473429951691,0.372670807453416,0.512820512820513,0.659340659340659,0.284900284900285,0.534616412723871,0.775193798449612,0.539811066126856,0.627450980392157,0.648598794817571
"40",3119,263,14,41,21,19,26,15,6,13,27,37,1,23,7,7,6,3119,0.681721829928571,0.64766587895122,0.667690606666667,0.634190113421053,0.663064069692308,0.662934640866667,0.614655349,0.645986968461538,0.665203955296296,0.664466810405405,0.612694045,0.667974734434783,0.631455005714286,0.713919135714286,0.702339154666667,0.657990348782623,0.589553911678996,0.565983639280244,0.532724505327245,0.555480287223953,0.536261491317671,0.722983257229832,0.582306830907055,0.67842605156038,0.579710144927536,0.538302277432712,0.494505494505494,0.677655677655678,0.284900284900285,0.614808874632451,0.775193798449612,0.944669365721997,0.470588235294118,0.658397486547983
"41",3118,264,11,40,20,17,30,15,8,9,33,33,1,28,6,5,8,3118,0.676810477454545,0.660773698175,0.6068410031,0.693628642529412,0.6604100368,0.665619816466667,0.6477047215,0.676312209,0.665494068484848,0.667043683666667,0.716421519,0.657911699928571,0.679535929833333,0.650590919,0.618795902875,0.657986775061899,0.591795561533288,0.565802176106381,0.418569254185693,0.541931987535564,0.510725229826353,0.646879756468798,0.671892497200448,0.67842605156038,0.772946859903382,0.372670807453416,0.604395604395604,0.604395604395604,0.284900284900285,0.748462977813419,0.664451827242525,0.67476383265857,0.627450980392157,0.662926288520936
"42",3143,239,21,41,27,11,26,5,6,17,23,28,2,15,4,3,10,3143,0.674509881428571,0.650592828926829,0.670657377888889,0.669683599181818,0.653445697769231,0.6366069356,0.627652516,0.648812622294118,0.632322348826087,0.666851642214286,0.6545824125,0.6654028944,0.6319337375,0.601028281666667,0.6819140584,0.658265144682151,0.535754315175969,0.570338755452968,0.799086757990868,0.555480287223953,0.689479060265577,0.418569254185693,0.582306830907055,0.226142017186793,0.579710144927536,0.703933747412008,0.421245421245421,0.512820512820513,0.56980056980057,0.400962309542903,0.44296788482835,0.404858299595142,0.784313725490196,0.651066455639766
"43",3120,262,11,36,28,10,27,17,7,17,34,38,0,24,3,4,6,3120,0.650106886545455,0.659868595361111,0.668685965071429,0.6363678186,0.651829381814815,0.662626442294118,0.645924296714286,0.674113799882353,0.669990837470588,0.667781324368421,NA,0.634516904875,0.691714628,0.692316212,0.685813868,0.657911076536218,0.587312261824703,0.566165102454108,0.418569254185693,0.487738788782008,0.715015321756895,0.380517503805175,0.604703247480403,0.768882858435097,0.676328502415459,0.703933747412008,0.622710622710623,0.695970695970696,0,0.641539695268645,0.332225913621262,0.539811066126856,0.470588235294118,0.663689782928398
"44",3144,238,13,40,25,12,19,12,3,21,27,34,0,21,3,4,4,3144,0.672194053384615,0.69305847895,0.64189180736,0.636967716333333,0.660777980842105,0.639680488,0.735486946666667,0.668319822761905,0.664171314037037,0.650335717852941,NA,0.677067688380952,0.674480002,0.65372961775,0.6755004905,0.657645577965331,0.533512665321677,0.570520218626832,0.494672754946728,0.541931987535564,0.638406537282942,0.45662100456621,0.425531914893617,0.542740841248304,0.289855072463768,0.869565217391304,0.494505494505494,0.622710622710623,0,0.561347233360064,0.332225913621262,0.539811066126856,0.313725490196078,0.667404437487111
